product_name,brands,categories,ingredients,labels,nutriscore,text,cluster
Filets de maquereau,joly,"Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à l'huile",,,,"Filets de maquereau joly Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à l'huile   ",9
Excellence Noir Puissant 85% Cacao,Lindt,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette",,,,"Excellence Noir Puissant 85% Cacao Lindt Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette   ",9
Tartine Doux,Primevère,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées",,,,"Tartine Doux Primevère Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées   ",7
611251753912,sos,en:tomato-sauces,,,,611251753912 sos en:tomato-sauces   ,6
Aïn Soltane,سلطان,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters,Non-carbonated natural mineral waters",,,,"Aïn Soltane سلطان Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters,Non-carbonated natural mineral waters   ",5
,10dh,"Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux",,,," 10dh Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux   ",9
Fourrés Chocolat Noir,Bjorg,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Chocolate biscuits, Filled biscuits, Dark chocolate biscuits, Sandwich biscuits",,,,"Fourrés Chocolat Noir Bjorg Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Chocolate biscuits, Filled biscuits, Dark chocolate biscuits, Sandwich biscuits   ",1
Confiture De Fraises 430 G,El Baraka,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises",,,,"Confiture De Fraises 430 G El Baraka Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises   ",7
extra dark 74% Cocoa,fin CARRÉ,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Extra fine dark chocolates,Cacao-et-derives",,,,"extra dark 74% Cocoa fin CARRÉ Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Extra fine dark chocolates,Cacao-et-derives   ",9
Eau de table,Ciel,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux de table",,,,"Eau de table Ciel Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux de table   ",8
,Star,"Condiments,Sauces,Mayonnaises,Groceries",,,," Star Condiments,Sauces,Mayonnaises,Groceries   ",6
Pur beurre de cacahuète,"Jardin Bio, Léa Nature","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Petit-déjeuners,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Purées d'oléagineux,Beurres de légumineuses,Pâtes à tartiner,Beurres de fruits à coques,Beurres de cacahuètes",,,,"Pur beurre de cacahuète Jardin Bio, Léa Nature Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Petit-déjeuners,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Purées d'oléagineux,Beurres de légumineuses,Pâtes à tartiner,Beurres de fruits à coques,Beurres de cacahuètes   ",7
Hawai Tropical,"Hawai,Coca cola","Boissons,Boissons gazeuses,Sodas",,,,"Hawai Tropical Hawai,Coca cola Boissons,Boissons gazeuses,Sodas   ",8
Lait Entier UHT,Jaouda,"Produits laitiers,Laits,Laits homogénéisés,Laits UHT,Laits entiers,Lait entier UHT",,,,"Lait Entier UHT Jaouda Produits laitiers,Laits,Laits homogénéisés,Laits UHT,Laits entiers,Lait entier UHT   ",7
Organic Lightly Salted Wholegrain Low Fat Rice Cakes,Kallo,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Puffed wholegrain rice cakes",,,,"Organic Lightly Salted Wholegrain Low Fat Rice Cakes Kallo Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Puffed wholegrain rice cakes   ",5
Skyr nature 0%,Yoplait,"Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,Fromages blancs - petit suisses and skyr,Plain fermented dairy desserts,Skyrs,Plain skyrs",,,,"Skyr nature 0% Yoplait Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,Fromages blancs - petit suisses and skyr,Plain fermented dairy desserts,Skyrs,Plain skyrs   ",2
Mayonnaise,Star,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries",,,,"Mayonnaise Star Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries   ",6
Green Tea,green tea,"Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés verts,Thés verts chinois,the vert",,,,"Green Tea green tea Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés verts,Thés verts chinois,the vert   ",8
Pain de mie grandes tranches Seigle & Graines 500g,La Boulangère,Pains de mie,,,,Pain de mie grandes tranches Seigle & Graines 500g La Boulangère Pains de mie   ,9
,lio,"en:Plant-based foods and beverages, en:Plant-based foods, en:Fats, en:Vegetable fats, en:Vegetable oils, en:12-50dh-1litr",,,," lio en:Plant-based foods and beverages, en:Plant-based foods, en:Fats, en:Vegetable fats, en:Vegetable oils, en:12-50dh-1litr   ",5
JASON'S SOURDOUGH 07 SUPERB SPROUTED GRAINS,JASON'S,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sourdough-bread,Sourdough breads",,,,"JASON'S SOURDOUGH 07 SUPERB SPROUTED GRAINS JASON'S Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sourdough-bread,Sourdough breads   ",0
Nocciolata bio,Rigoni di Asiago,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes et au cacao",,,,"Nocciolata bio Rigoni di Asiago Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes et au cacao   ",7
FIBRES,Wasa,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Crispbreads,Crispbreads(wholemeal), Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips",,,,"FIBRES Wasa Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Crispbreads,Crispbreads(wholemeal), Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips   ",5
Krisprolls complets sans sucres ajoutés,Krisprolls,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Toasts,Toasted bread rolls",,,,"Krisprolls complets sans sucres ajoutés Krisprolls Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Toasts,Toasted bread rolls   ",0
14 Maxi Tranches complet sans sucres ajoutés,Jacquet,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sliced breads,Wholemeal breads,Wholemeal sliced breads",,,,"14 Maxi Tranches complet sans sucres ajoutés Jacquet Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sliced breads,Wholemeal breads,Wholemeal sliced breads   ",0
Henry’s,Henry’s,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits",,,,"Henry’s Henry’s Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits   ",1
Confiture d'abricot,Delicia,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot",,,,"Confiture d'abricot Delicia Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot   ",7
PESTO alla GENOVESE,Barilla,"Condiments,Sauces,Sauces pour pâtes,Sauces Pesto,en:Cooking Sauces,Pestos au basilic",,,,"PESTO alla GENOVESE Barilla Condiments,Sauces,Sauces pour pâtes,Sauces Pesto,en:Cooking Sauces,Pestos au basilic   ",6
cruesly mélange de noix,Quaker,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis,Cereals with nuts,Crunchy cereal clusters,Cereal clusters with nuts",,,,"cruesly mélange de noix Quaker Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis,Cereals with nuts,Crunchy cereal clusters,Cereal clusters with nuts   ",5
Momo black,Excelo,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,en:Biscuit-snack-with-chocolate-filling",,,,"Momo black Excelo Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,en:Biscuit-snack-with-chocolate-filling   ",1
,Star,"Condiments, Sauces, Algerian-sauces, Groceries, en:algerian-style-sauces",,,," Star Condiments, Sauces, Algerian-sauces, Groceries, en:algerian-style-sauces   ",6
poulain,Poulain,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads",,,,"poulain Poulain Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads   ",7
Tomato Ketchup,Heinz,"Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup,Groceries",,,,"Tomato Ketchup Heinz Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup,Groceries   ",6
Hafer Milch,Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Dairy substitutes,Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Bebidas,Bebidas de aveia,Bebidas à base de plantas,Cereais e batatas,Cereais e seus produtos,Leites de cereais,Leites de planta,Substitutos do leite,Oat milks",,,,"Hafer Milch Alpro Beverages and beverages preparations,Plant-based foods and beverages,Dairy substitutes,Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Bebidas,Bebidas de aveia,Bebidas à base de plantas,Cereais e batatas,Cereais e seus produtos,Leites de cereais,Leites de planta,Substitutos do leite,Oat milks   ",9
Original,"LU, Mondelēz, Tuc, Mondelez","Lanches comida,Petiscos salgados,Aperitivos,en:Biscuits and crackers,en:Crackers(Appetizers)",,,,"Original LU, Mondelēz, Tuc, Mondelez Lanches comida,Petiscos salgados,Aperitivos,en:Biscuits and crackers,en:Crackers(Appetizers)   ",9
Aïn Ifrane,,"boissons-et-préparations-de-boissons, boissons, eaux, eaux-de-sources, eaux-minérales, eaux-minérales-naturelles, fr:boissons, fr:eaux",,,,"Aïn Ifrane  boissons-et-préparations-de-boissons, boissons, eaux, eaux-de-sources, eaux-minérales, eaux-minérales-naturelles, fr:boissons, fr:eaux   ",8
سكر الفانيلين,Idéal,"Sweeteners,Sugars,Vanillin sugars",,,,"سكر الفانيلين Idéal Sweeteners,Sugars,Vanillin sugars   ",9
Nutella,"Ferrero, Nutella","en:breakfasts, en:spreads, en:sweet-spreads, fr:pates-a-tartiner, en:hazelnut-spreads, en:chocolate-spreads, en:cocoa-and-hazelnuts-spreads, en:confectionary-based-spreads",,,,"Nutella Ferrero, Nutella en:breakfasts, en:spreads, en:sweet-spreads, fr:pates-a-tartiner, en:hazelnut-spreads, en:chocolate-spreads, en:cocoa-and-hazelnuts-spreads, en:confectionary-based-spreads   ",9
Merendino,"Bimo,Mondelez",gateau fourré chocolat,,,,"Merendino Bimo,Mondelez gateau fourré chocolat   ",9
DANONE ASSIL BANANE,Danone,"produits-laitiers, produits-fermentés, desserts, produits-laitiers-fermentés, desserts-lactés, desserts-lactés-fermentés, yaourts, en:produits-fermentés, fr:produits-laitiers, en:produits-laitiers-fermentés, fr:yaourts",,,,"DANONE ASSIL BANANE Danone produits-laitiers, produits-fermentés, desserts, produits-laitiers-fermentés, desserts-lactés, desserts-lactés-fermentés, yaourts, en:produits-fermentés, fr:produits-laitiers, en:produits-laitiers-fermentés, fr:yaourts   ",3
مارغرين المائدة,Lilia,"Plant-based foods and beverages, Dairies, Plant-based foods, Fats, Spreads, Plant-based spreads, Vegetable fats, Spreadable fats, Animal fats, Dairy spreads, Margarines, Milkfat, Butters, en:salted-spreads",,,,"مارغرين المائدة Lilia Plant-based foods and beverages, Dairies, Plant-based foods, Fats, Spreads, Plant-based spreads, Vegetable fats, Spreadable fats, Animal fats, Dairy spreads, Margarines, Milkfat, Butters, en:salted-spreads   ",5
1848 Chocolat en poudre,Poulain,"Beverages and beverages preparations,Beverages,Cocoa and its products,Beverage preparations,Cocoa and chocolate powders,Instant beverages,Instant chocolate powders,B",,,,"1848 Chocolat en poudre Poulain Beverages and beverages preparations,Beverages,Cocoa and its products,Beverage preparations,Cocoa and chocolate powders,Instant beverages,Instant chocolate powders,B   ",9
El Baraka Confiture D'abricots 430 G,el baraka,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot",,,,"El Baraka Confiture D'abricots 430 G el baraka Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures d'abricot   ",7
Jebli,"Centrale, Danone, Jebli","منتجات`الألبان, الأطعمة المخمرة, en:Fermented milk products, en:Spreads, جبن, en:Salted spreads, en:Cheese spreads, en:Cream cheeses",,,,"Jebli Centrale, Danone, Jebli منتجات`الألبان, الأطعمة المخمرة, en:Fermented milk products, en:Spreads, جبن, en:Salted spreads, en:Cheese spreads, en:Cream cheeses   ",9
S. Pellegrino Water,"Nestlé,Nestlé Waters,San Pellegrino","Bevande e preparati per bevande,Bevande,Bevande effervescente,Acque,Acque di sorgente,Acque minerali,Acque frizzanti,Acque minerali naturali,Acqua minerale frizzante,Acque minerali naturali carbonate,en:Boissons-sans-sucre-ajoute",,,,"S. Pellegrino Water Nestlé,Nestlé Waters,San Pellegrino Bevande e preparati per bevande,Bevande,Bevande effervescente,Acque,Acque di sorgente,Acque minerali,Acque frizzanti,Acque minerali naturali,Acqua minerale frizzante,Acque minerali naturali carbonate,en:Boissons-sans-sucre-ajoute   ",9
70% chocolate,Lindt & Sprüngli,"Lanches comida,Lanches doces,Cacau e derivados,Chocolates,Chocolates amargos,en:Extra fine dark chocolates",,,,"70% chocolate Lindt & Sprüngli Lanches comida,Lanches doces,Cacau e derivados,Chocolates,Chocolates amargos,en:Extra fine dark chocolates   ",9
Nescafé,Nescafe,Cafés solubles,,,,Nescafé Nescafe Cafés solubles   ,9
nutella,"Ferrero,Nutella","Breakfasts,Spreads,Sweet spreads,Spreadable fats,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads,Confectionary based spreads,Creme-para-barrar-de-avelã,Creme-para-barrar-de-avelã-e-cacau,Pequenos-alomoços",,,,"nutella Ferrero,Nutella Breakfasts,Spreads,Sweet spreads,Spreadable fats,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads,Confectionary based spreads,Creme-para-barrar-de-avelã,Creme-para-barrar-de-avelã-e-cacau,Pequenos-alomoços   ",9
Original Taste,Coca-Cola,"Pića i pripravci za piće,Pića,Gazirana pića,Zaslađena gazirana pića,Bezalkoholna pića,Kola kola,Zaslađena pića",,,,"Original Taste Coca-Cola Pića i pripravci za piće,Pića,Gazirana pića,Zaslađena gazirana pića,Bezalkoholna pića,Kola kola,Zaslađena pića   ",9
Primevère bio doux tartine & cuisson,Primevère,"Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Spreadable fats,Vegetable fats,Margarines,Light margarines",,,,"Primevère bio doux tartine & cuisson Primevère Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Spreadable fats,Vegetable fats,Margarines,Light margarines   ",5
